SensorBelt_detectionDistance (Meters),robot1_jointAngle1 (Degrees),robot1_jointAngle2 (Degrees),robot1_jointAngle3 (Degrees),robot1_jointAngle4 (Degrees),robot1_jointAngle5 (Degrees),robot1_jointAngle6 (Degrees),robot1_jointAngle7 (Degrees),robot2_jointAngle1 (Degrees),robot2_jointAngle2 (Degrees),robot2_jointAngle3 (Degrees),robot2_jointAngle4 (Degrees),robot2_jointAngle5 (Degrees),robot2_jointAngle6 (Degrees),robot2_jointAngle7 (Degrees),robot1_joint1_velocity (Degrees/Seconds),robot1_joint2_velocity (Degrees/Seconds),robot1_joint3_velocity (Degrees/Seconds),robot1_joint4_velocity (Degrees/Seconds),robot1_joint5_velocity (Degrees/Seconds),robot1_joint6_velocity (Degrees/Seconds),robot1_joint7_velocity (Degrees/Seconds),robot2_joint1_velocity (Degrees/Seconds),robot2_joint2_velocity (Degrees/Seconds),robot2_joint3_velocity (Degrees/Seconds),robot2_joint4_velocity (Degrees/Seconds),robot2_joint5_velocity (Degrees/Seconds),robot2_joint6_velocity (Degrees/Seconds),robot2_joint7_velocity (Degrees/Seconds),beltSpeed (Centimeters/Second),torque (Newtonmeter),sensorShelf_detectionDistance (Meters),powerConsumptionGripper (Watt)
100.0,39.596,-85.635,129.18,-27.894,-19.558,20.427,20.427,40.694,6.8581,22.244,-67.644,-46.944,50.068,50.068,-0.00040981,-0.0025955,0.0027321,0.0038249,6.8302e-05,-0.0018442,-0.0018442,0.00047811,0.00011099,0.00078547,-0.0030053,-0.00061472,0.00088792,0.00088792,0.8,0,100,0
100.0,39.596,-85.635,129.18,-27.894,-19.558,20.427,20.427,40.694,6.8581,22.244,-67.644,-46.944,50.068,50.068,-0.00040981,-0.0028687,0.0021857,0.0039274,0.0,-0.00181,-0.00181,0.00081962,-0.00012807,0.00075132,-0.0030053,-0.00068302,0.00081962,0.00081962,0.8,0,100,0
100.0,39.596,-85.635,129.18,-27.894,-19.558,20.427,20.427,40.694,6.8581,22.244,-67.644,-46.944,50.068,50.068,-0.00040981,-0.0027321,0.0024589,0.0038591,3.4151e-05,-0.0018783,-0.0018783,0.00068302,0.00015368,0.00075132,-0.0028687,-0.00054642,0.00095623,0.00095623,0.8,0,100,0
100.0,39.596,-85.635,129.18,-27.894,-19.558,20.427,20.427,40.694,6.8581,22.244,-67.644,-46.944,50.068,50.068,-0.00040981,-0.0027321,0.0021857,0.0038932,-3.4151e-05,-0.0019125,-0.0019125,0.00040981,-0.00025613,0.00075132,-0.0028687,-0.00075132,0.00095623,0.00095623,0.8,0,100,0
100.0,39.596,-85.636,129.18,-27.894,-19.558,20.426,20.427,40.694,6.8581,22.244,-67.644,-46.944,50.068,50.068,-0.00040981,-0.0027321,0.0024589,0.0039274,0.0,-0.00181,-0.00181,0.00088792,0.00011099,0.00071717,-0.0028687,-0.00054642,0.00095623,0.00095623,0.8,0,100,0
100.0,39.596,-85.636,129.18,-27.893,-19.558,20.426,20.426,40.694,6.8581,22.244,-67.644,-46.944,50.068,50.068,-0.00040981,-0.0027321,0.0021857,0.0038591,0.0,-0.00181,-0.00181,0.00034151,-0.00017929,0.00071717,-0.0031419,-0.00081962,0.00075132,0.00075132,0.8,0,100,0
100.0,39.596,-85.636,129.18,-27.893,-19.558,20.426,20.426,40.694,6.858,22.244,-67.645,-46.944,50.068,50.068,-0.00040981,-0.0027321,0.0024589,0.0038932,-3.4151e-05,-0.0019125,-0.0019125,0.00088792,-0.00024759,0.00051226,-0.0027321,-0.00047811,0.0010928,0.0010928,0.8,0,100,0
100.0,39.596,-85.636,129.18,-27.893,-19.558,20.426,20.426,40.694,6.8581,22.244,-67.645,-46.944,50.068,50.068,-0.00040981,-0.0027321,0.0021857,0.0039957,0.0,-0.0015709,-0.0015709,0.00054642,0.00032443,0.00075132,-0.0032785,-0.00075132,0.00081962,0.00081962,0.8,0,100,0
100.0,39.596,-85.636,129.18,-27.893,-19.558,20.426,20.426,40.694,6.8581,22.244,-67.645,-46.944,50.068,50.068,-0.00040981,-0.0027321,0.0021857,0.0037908,0.0,-0.0020832,-0.0020832,0.00081962,-0.00020491,0.00095623,-0.0025955,-0.00061472,0.0010245,0.0010245,0.8,0,100,0
100.0,39.596,-85.636,129.18,-27.893,-19.558,20.426,20.426,40.694,6.8581,22.244,-67.645,-46.944,50.068,50.068,-0.00040981,-0.0027321,0.0021857,0.0039274,0.0,-0.0017758,-0.0017758,0.00054642,3.4151e-05,0.00068302,-0.0030053,-0.00068302,0.00088792,0.00088792,0.8,0,100,0
100.0,39.596,-85.636,129.18,-27.892,-19.558,20.426,20.426,40.694,6.858,22.244,-67.645,-46.944,50.068,50.068,-0.00040981,-0.0025955,0.0024589,0.0038932,0.0,-0.00181,-0.00181,0.00061472,-0.00034151,0.00058057,-0.0027321,-0.00075132,0.00095623,0.00095623,0.8,0,100,0
100.0,39.596,-85.636,129.18,-27.892,-19.558,20.426,20.426,40.694,6.858,22.244,-67.645,-46.944,50.068,50.068,-0.00040981,-0.0027321,0.0024589,0.0036883,6.8302e-05,-0.0020832,-0.0020832,0.00054642,0.00018783,0.00075132,-0.0028687,-0.00027321,0.0010245,0.0010245,0.8,0,100,0
100.0,39.596,-85.637,129.18,-27.892,-19.558,20.426,20.426,40.694,6.858,22.244,-67.645,-46.944,50.068,50.068,-0.00040981,-0.0027321,0.0021857,0.0039957,0.0,-0.0016051,-0.0016051,0.00068302,-6.8302e-05,0.00071717,-0.0030053,-0.00081962,0.00081962,0.00081962,0.8,0,100,0
100.0,39.596,-85.637,129.18,-27.892,-19.558,20.426,20.426,40.694,6.858,22.244,-67.646,-46.944,50.068,50.068,-0.00040981,-0.0027321,0.0024589,0.0039274,0.0,-0.0017075,-0.0017075,0.00061472,-4.2689e-05,0.00040981,-0.0030053,-0.00054642,0.00095623,0.00095623,0.8,0,100,0
100.0,39.596,-85.637,129.18,-27.892,-19.558,20.426,20.426,40.695,6.858,22.244,-67.646,-46.944,50.068,50.068,-0.00040981,-0.0027321,0.0021857,0.0037225,0.00010245,-0.0019808,-0.0019808,0.0012294,-0.00029882,0.0014002,-0.0025955,-0.00088792,0.00075132,0.00075132,0.8,0,100,0
100.0,39.596,-85.637,129.18,-27.891,-19.558,20.425,20.426,40.695,6.858,22.244,-67.646,-46.944,50.068,50.068,-0.00040981,-0.0027321,0.0024589,0.0039957,-6.8302e-05,-0.00181,-0.00181,0.0,0.00021344,0.00030736,-0.0028687,-0.00040981,0.0011611,0.0011611,0.8,0,100,0
100.0,39.596,-85.637,129.18,-27.891,-19.558,20.425,20.425,40.695,6.8581,22.244,-67.646,-46.944,50.068,50.068,-0.00040981,-0.0027321,0.0021857,0.0038932,0.0,-0.0017758,-0.0017758,0.00061472,0.0003842,0.00058057,-0.0030053,-0.00034151,0.00095623,0.00095623,0.8,0,100,0
100.0,39.596,-85.637,129.18,-27.891,-19.558,20.425,20.425,40.695,6.858,22.244,-67.646,-46.944,50.068,50.068,-0.00040981,-0.0027321,0.0021857,0.0037566,6.8302e-05,-0.0018442,-0.0018442,0.00068302,-0.00017075,0.00092208,-0.0030053,-0.00075132,0.00075132,0.00075132,0.8,0,100,0
100.0,39.596,-85.637,129.18,-27.891,-19.558,20.425,20.425,40.695,6.858,22.244,-67.646,-46.944,50.068,50.068,-0.00040981,-0.0027321,0.0021857,0.0038932,0.0,-0.0017758,-0.0017758,0.00061472,-0.00027321,0.00054642,-0.0028687,-0.00068302,0.00088792,0.00088792,0.8,0,100,0
100.0,39.596,-85.638,129.18,-27.891,-19.558,20.425,20.425,40.695,6.858,22.244,-67.646,-46.944,50.068,50.068,-0.00040981,-0.0027321,0.0021857,0.0038932,0.0,-0.0017417,-0.0017417,0.00061472,-0.00035005,0.00095623,-0.0028687,-0.0010245,0.00081962,0.00081962,0.8,0,100,0
100.0,39.596,-85.638,129.18,-27.89,-19.558,20.425,20.425,40.695,6.858,22.244,-67.647,-46.944,50.068,50.068,-0.00040981,-0.0024589,0.0027321,0.00362,0.00017075,-0.0018783,-0.0018783,0.00075132,0.00029028,0.00040981,-0.0030053,-0.00020491,0.0010245,0.0010245,0.8,0,100,0
100.0,39.596,-85.638,129.18,-27.89,-19.558,20.425,20.425,40.695,6.858,22.244,-67.647,-46.944,50.068,50.068,-0.00040981,-0.0025955,0.0024589,0.0039274,0.0,-0.0016734,-0.0016734,0.00054642,0.00021344,0.00071717,-0.0030053,-0.00061472,0.00095623,0.00095623,0.8,0,100,0
100.0,39.596,-85.638,129.18,-27.89,-19.558,20.425,20.425,40.695,6.858,22.245,-67.647,-46.944,50.069,50.069,-0.00047811,-0.0028687,0.0019125,0.0039274,-6.8302e-05,-0.0018442,-0.0018442,0.00088792,-0.00042689,0.0010587,-0.0027321,-0.00095623,0.00081962,0.00081962,0.8,0,100,0
100.0,39.596,-85.638,129.18,-27.89,-19.558,20.425,20.425,40.695,6.858,22.245,-67.647,-46.944,50.069,50.069,-0.00040981,-0.0025955,0.0024589,0.0036883,6.8302e-05,-0.0019808,-0.0019808,0.00027321,0.00020491,0.00071717,-0.0027321,-0.00034151,0.0010928,0.0010928,0.8,0,100,0
100.0,39.596,-85.638,129.18,-27.89,-19.558,20.425,20.425,40.695,6.858,22.245,-67.647,-46.944,50.069,50.069,-0.00040981,-0.0025955,0.0021857,0.0039615,0.0,-0.0016051,-0.0016051,0.00061472,-3.4151e-05,0.00061472,-0.0031419,-0.00075132,0.00081962,0.00081962,0.8,0,100,0
100.0,39.596,-85.638,129.18,-27.889,-19.558,20.425,20.425,40.695,6.858,22.245,-67.647,-46.944,50.069,50.069,-0.00040981,-0.0027321,0.0021857,0.0038249,-3.4151e-05,-0.0019808,-0.0019808,0.00081962,-0.00046104,0.00078547,-0.0025955,-0.00068302,0.00095623,0.00095623,0.8,0,100,0
100.0,39.596,-85.639,129.18,-27.889,-19.558,20.424,20.425,40.695,6.858,22.245,-67.647,-46.944,50.069,50.069,-0.00040981,-0.0027321,0.0019125,0.0039274,-6.8302e-05,-0.0018442,-0.0018442,0.00047811,0.00012807,0.00068302,-0.0027321,-0.00047811,0.0010245,0.0010245,0.8,0,100,0
100.0,39.596,-85.639,129.18,-27.889,-19.558,20.424,20.424,40.695,6.858,22.245,-67.648,-46.944,50.069,50.069,-0.00040981,-0.0023223,0.0030053,0.00362,0.00023906,-0.0017075,-0.0017075,0.00081962,6.8302e-05,0.00061472,-0.0030053,-0.00054642,0.00081962,0.00081962,0.8,0,100,0
100.0,39.596,-85.639,129.18,-27.889,-19.558,20.424,20.424,40.695,6.858,22.245,-67.648,-46.944,50.069,50.069,-0.00047811,-0.0028687,0.0019125,0.0039274,-3.4151e-05,-0.0017758,-0.0017758,0.00047811,-5.1226e-05,0.00061472,-0.0030053,-0.00061472,0.00081962,0.00081962,0.8,0,100,0
100.0,39.596,-85.639,129.18,-27.889,-19.558,20.424,20.424,40.695,6.858,22.245,-67.648,-46.944,50.069,50.069,-0.00040981,-0.0027321,0.0021857,0.0038249,0.0,-0.0019125,-0.0019125,0.00054642,-0.00023906,0.00088792,-0.0025955,-0.00075132,0.00095623,0.00095623,0.8,0,100,0
100.0,39.596,-85.639,129.18,-27.889,-19.558,20.424,20.424,40.695,6.858,22.245,-67.648,-46.944,50.069,50.069,-0.00040981,-0.0027321,0.0021857,0.0038591,3.4151e-05,-0.0017075,-0.0017075,0.00081962,0.00011953,0.00064887,-0.0030053,-0.00054642,0.00081962,0.00081962,0.8,0,100,0
100.0,39.596,-85.639,129.18,-27.888,-19.558,20.424,20.424,40.695,6.858,22.245,-67.648,-46.945,50.069,50.069,-0.00040981,-0.0024589,0.0024589,0.0035858,0.0001366,-0.0019808,-0.0019808,0.00068302,-0.00023906,0.00081962,-0.0027321,-0.00054642,0.00088792,0.00088792,0.8,0,100,0
100.0,39.596,-85.639,129.18,-27.888,-19.558,20.424,20.424,40.695,6.858,22.245,-67.648,-46.945,50.069,50.069,-0.00047811,-0.0027321,0.0021857,0.0039615,-3.4151e-05,-0.0016392,-0.0016392,0.00040981,-0.00011099,0.00051226,-0.0030053,-0.00068302,0.00088792,0.00088792,0.8,0,100,0
100.0,39.596,-85.639,129.18,-27.888,-19.558,20.424,20.424,40.695,6.858,22.245,-67.648,-46.945,50.069,50.069,-0.00040981,-0.0025955,0.0021857,0.0038591,0.0,-0.0018442,-0.0018442,0.00075132,9.3915e-05,0.00085377,-0.0025955,-0.00047811,0.0010245,0.0010245,0.8,0,100,0
100.0,39.596,-85.64,129.18,-27.888,-19.558,20.424,20.424,40.695,6.858,22.245,-67.649,-46.945,50.069,50.069,-0.00047811,-0.0027321,0.0019125,0.0039957,-3.4151e-05,-0.0016734,-0.0016734,0.00075132,-0.00033297,0.00095623,-0.0027321,-0.00095623,0.00081962,0.00081962,0.8,0,100,0
100.0,39.596,-85.64,129.18,-27.888,-19.558,20.424,20.424,40.695,6.858,22.245,-67.649,-46.945,50.069,50.069,-0.00040981,-0.0024589,0.0024589,0.0036883,0.00010245,-0.0018442,-0.0018442,0.00040981,7.684e-05,0.00075132,-0.0028687,-0.00054642,0.00088792,0.00088792,0.8,0,100,0
100.0,39.596,-85.64,129.18,-27.887,-19.558,20.424,20.424,40.695,6.858,22.245,-67.649,-46.945,50.069,50.069,-0.00040981,-0.0025955,0.0021857,0.0037566,0.00010245,-0.0017417,-0.0017417,0.00047811,0.00040127,0.00044396,-0.0030053,-0.00027321,0.00095623,0.00095623,0.8,0,100,0
100.0,39.596,-85.64,129.18,-27.887,-19.558,20.424,20.424,40.695,6.858,22.245,-67.649,-46.945,50.069,50.069,-0.00040981,-0.0024589,0.0024589,0.0037225,0.0001366,-0.0016734,-0.0016734,0.00075132,0.00021344,0.00068302,-0.0030053,-0.00047811,0.00081962,0.00081962,0.8,0,100,0
100.0,39.596,-85.64,129.18,-27.887,-19.558,20.423,20.423,40.695,6.858,22.245,-67.649,-46.945,50.069,50.069,-0.00047811,-0.0025955,0.0021857,0.0038932,-3.4151e-05,-0.0017758,-0.0017758,0.00061472,-0.00064887,0.00068302,-0.0025955,-0.00088792,0.00095623,0.00095623,0.8,0,100,0
100.0,39.596,-85.64,129.18,-27.887,-19.558,20.423,20.423,40.695,6.858,22.245,-67.649,-46.945,50.069,50.069,-0.00047811,-0.0027321,0.0019125,0.0038591,0.0,-0.0017075,-0.0017075,0.00095623,0.00022198,0.00088792,-0.0028687,-0.00054642,0.00088792,0.00088792,0.8,0,100,0
100.0,39.596,-85.64,129.18,-27.887,-19.558,20.423,20.423,40.695,6.858,22.245,-67.649,-46.945,50.069,50.069,-0.00040981,-0.0025955,0.0024589,0.0036883,6.8302e-05,-0.0019466,-0.0019466,0.00040981,-0.00024759,0.00047811,-0.0027321,-0.00047811,0.0010245,0.0010245,0.8,0,100,0
100.0,39.596,-85.64,129.18,-27.886,-19.558,20.423,20.423,40.695,6.858,22.245,-67.65,-46.945,50.069,50.069,-0.00040981,-0.0025955,0.0021857,0.0037225,0.00010245,-0.0017758,-0.0017758,0.00061472,1.7075e-05,0.00092208,-0.0028687,-0.00068302,0.00081962,0.00081962,0.8,0,100,0
100.0,39.596,-85.641,129.18,-27.886,-19.558,20.423,20.423,40.695,6.858,22.245,-67.65,-46.945,50.069,50.069,-0.00047811,-0.0025955,0.0021857,0.0038591,3.4151e-05,-0.0016051,-0.0016051,0.00054642,2.5613e-05,0.00044396,-0.0030053,-0.00061472,0.00088792,0.00088792,0.8,0,100,0
100.0,39.596,-85.641,129.18,-27.886,-19.558,20.423,20.423,40.695,6.858,22.245,-67.65,-46.945,50.069,50.069,-0.00040981,-0.0025955,0.0024589,0.0036542,0.00010245,-0.0019125,-0.0019125,0.00054642,0.00011953,0.00081962,-0.0027321,-0.00047811,0.00095623,0.00095623,0.8,0,100,0
100.0,39.596,-85.641,129.18,-27.886,-19.558,20.423,20.423,40.695,6.858,22.245,-67.65,-46.945,50.07,50.07,-0.00047811,-0.0027321,0.0019125,0.0038932,-3.4151e-05,-0.0017075,-0.0017075,0.00047811,-6.8302e-05,0.00068302,-0.0028687,-0.00068302,0.00088792,0.00088792,0.8,0,100,0
100.0,39.596,-85.641,129.18,-27.886,-19.558,20.423,20.423,40.695,6.858,22.245,-67.65,-46.945,50.07,50.07,-0.00040981,-0.0024589,0.0024589,0.0036883,0.00010245,-0.0017758,-0.0017758,0.00088792,0.00011953,0.00040981,-0.0028687,-0.00027321,0.0010245,0.0010245,0.8,0,100,0
100.0,39.596,-85.641,129.18,-27.885,-19.558,20.423,20.423,40.695,6.858,22.245,-67.65,-46.945,50.07,50.07,-0.00040981,-0.0025955,0.0021857,0.0037225,6.8302e-05,-0.0017758,-0.0017758,0.0001366,-0.0004525,0.001127,-0.0028687,-0.0010928,0.00068302,0.00068302,0.8,0,100,0
100.0,39.595,-85.641,129.18,-27.885,-19.558,20.423,20.423,40.696,6.858,22.245,-67.65,-46.945,50.07,50.07,-0.00047811,-0.0025955,0.0019125,0.0038249,0.0,-0.0017758,-0.0017758,0.0011611,-8.5377e-06,0.00085377,-0.0025955,-0.00054642,0.00095623,0.00095623,0.8,0,100,0
100.0,39.595,-85.641,129.18,-27.885,-19.558,20.423,20.423,40.696,6.858,22.245,-67.651,-46.945,50.07,50.07,-0.00040981,-0.0024589,0.0024589,0.0037908,6.8302e-05,-0.0016392,-0.0016392,0.00040981,-4.2689e-05,0.00037566,-0.0030053,-0.00054642,0.00088792,0.00088792,0.8,0,100,0
100.0,39.595,-85.642,129.18,-27.885,-19.558,20.422,20.422,40.696,6.858,22.245,-67.651,-46.945,50.07,50.07,-0.00047811,-0.0027321,0.0019125,0.0037908,0.0,-0.00181,-0.00181,0.00027321,0.00019637,0.00051226,-0.0030053,-0.00040981,0.00088792,0.00088792,0.8,0,100,0
100.0,39.595,-85.642,129.18,-27.885,-19.558,20.422,20.422,40.696,6.858,22.246,-67.651,-46.945,50.07,50.07,-0.00040981,-0.0025955,0.0021857,0.0036883,0.00010245,-0.0018442,-0.0018442,0.00061472,-0.00023052,0.00092208,-0.0027321,-0.00075132,0.00081962,0.00081962,0.8,0,100,0
100.0,39.595,-85.642,129.18,-27.885,-19.558,20.422,20.422,40.696,6.858,22.246,-67.651,-46.945,50.07,50.07,-0.00040981,-0.0024589,0.0024589,0.0038249,3.4151e-05,-0.0016734,-0.0016734,0.0011611,-0.00019637,0.00061472,-0.0024589,-0.00054642,0.0010928,0.0010928,0.8,0,100,0
100.0,39.595,-85.642,129.18,-27.884,-19.558,20.422,20.422,40.696,6.8579,22.246,-67.651,-46.945,50.07,50.07,-0.00040981,-0.0024589,0.0021857,0.0035517,0.00017075,-0.0018442,-0.0018442,0.00034151,-0.00012807,0.00054642,-0.0031419,-0.00054642,0.00075132,0.00075132,0.8,0,100,0
100.0,39.595,-85.642,129.18,-27.884,-19.558,20.422,20.422,40.696,6.858,22.246,-67.651,-46.945,50.07,50.07,-0.00047811,-0.0027321,0.0019125,0.0037566,6.8302e-05,-0.0017417,-0.0017417,0.00040981,0.0003842,0.00088792,-0.0030053,-0.00047811,0.00081962,0.00081962,0.8,0,100,0
100.0,39.595,-85.642,129.18,-27.884,-19.558,20.422,20.422,40.696,6.858,22.246,-67.651,-46.945,50.07,50.07,-0.00047811,-0.0024589,0.0021857,0.0038932,0.0,-0.0016392,-0.0016392,0.00081962,-0.00017929,0.00085377,-0.0024589,-0.00075132,0.0010245,0.0010245,0.8,0,100,0
100.0,39.595,-85.642,129.18,-27.884,-19.558,20.422,20.422,40.696,6.8579,22.246,-67.652,-46.945,50.07,50.07,-0.00040981,-0.0025955,0.0021857,0.0037566,3.4151e-05,-0.0017758,-0.0017758,0.00054642,-0.00029882,0.00064887,-0.0027321,-0.00068302,0.00088792,0.00088792,0.8,0,100,0
100.0,39.595,-85.642,129.18,-27.884,-19.558,20.422,20.422,40.696,6.8579,22.246,-67.652,-46.945,50.07,50.07,-0.00040981,-0.0024589,0.0024589,0.0035858,0.00017075,-0.0017758,-0.0017758,0.00081962,7.684e-05,0.00075132,-0.0028687,-0.00047811,0.00081962,0.00081962,0.8,0,100,0
100.0,39.595,-85.643,129.18,-27.883,-19.558,20.422,20.422,40.696,6.858,22.246,-67.652,-46.945,50.07,50.07,-0.00040981,-0.0024589,0.0021857,0.0038591,-3.4151e-05,-0.0017075,-0.0017075,0.00047811,0.00010245,0.00058057,-0.0025955,-0.00047811,0.0010928,0.0010928,0.8,0,100,0
100.0,39.595,-85.643,129.18,-27.883,-19.558,20.422,20.422,40.696,6.8579,22.246,-67.652,-46.945,50.07,50.07,-0.00047811,-0.0027321,0.0016392,0.0038591,-3.4151e-05,-0.0016734,-0.0016734,0.00068302,-0.00043542,0.00058057,-0.0028687,-0.00075132,0.00081962,0.00081962,0.8,0,100,0
100.0,39.595,-85.643,129.18,-27.883,-19.558,20.422,20.422,40.696,6.8579,22.246,-67.652,-46.945,50.07,50.07,-0.00040981,-0.0023223,0.0024589,0.0035858,0.00017075,-0.0017417,-0.0017417,0.00034151,7.684e-05,0.00088792,-0.0028687,-0.00061472,0.00081962,0.00081962,0.8,0,100,0
100.0,39.595,-85.643,129.18,-27.883,-19.558,20.421,20.422,40.696,6.8579,22.246,-67.652,-46.945,50.07,50.07,-0.00040981,-0.0024589,0.0024589,0.00362,0.0001366,-0.0017758,-0.0017758,0.00081962,-9.3915e-05,0.00071717,-0.0027321,-0.00054642,0.00088792,0.00088792,0.8,0,100,0
100.0,39.595,-85.643,129.18,-27.883,-19.558,20.421,20.421,40.696,6.8579,22.246,-67.652,-46.945,50.07,50.07,-0.00047811,-0.0025955,0.0019125,0.0038591,-6.8302e-05,-0.0017758,-0.0017758,0.00081962,-0.00019637,0.00078547,-0.0024589,-0.00061472,0.0010245,0.0010245,0.8,0,100,0
100.0,39.595,-85.643,129.18,-27.882,-19.558,20.421,20.421,40.696,6.8579,22.246,-67.653,-46.945,50.07,50.07,-0.00040981,-0.0024589,0.0021857,0.0036883,0.0001366,-0.0016051,-0.0016051,0.00047811,0.00055495,0.00051226,-0.0031419,-0.00027321,0.00088792,0.00088792,0.8,0,100,0
100.0,39.595,-85.643,129.18,-27.882,-19.558,20.421,20.421,40.696,6.8579,22.246,-67.653,-46.945,50.07,50.07,-0.00040981,-0.0024589,0.0021857,0.0035858,6.8302e-05,-0.0020149,-0.0020149,0.00047811,-0.00064887,0.0010928,-0.0023223,-0.00088792,0.00088792,0.00088792,0.8,0,100,0
100.0,39.595,-85.643,129.18,-27.882,-19.558,20.421,20.421,40.696,6.8579,22.246,-67.653,-46.946,50.07,50.07,-0.00047811,-0.0024589,0.0021857,0.0037225,0.0001366,-0.0014685,-0.0014685,0.00075132,8.5377e-05,0.00030736,-0.0031419,-0.00047811,0.00075132,0.00075132,0.8,0,100,0
100.0,39.595,-85.644,129.18,-27.882,-19.558,20.421,20.421,40.696,6.8579,22.246,-67.653,-46.946,50.07,50.07,-0.00047811,-0.0025955,0.0019125,0.0037566,3.4151e-05,-0.0017417,-0.0017417,0.00061472,-0.00020491,0.00068302,-0.0027321,-0.00061472,0.00088792,0.00088792,0.8,0,100,0
100.0,39.595,-85.644,129.18,-27.882,-19.558,20.421,20.421,40.696,6.8579,22.246,-67.653,-46.946,50.071,50.071,-0.00040981,-0.0024589,0.0021857,0.0037566,0.0,-0.0018442,-0.0018442,0.00061472,-8.5377e-06,0.0010928,-0.0023223,-0.00061472,0.0010928,0.0010928,0.8,0,100,0
100.0,39.595,-85.644,129.18,-27.882,-19.558,20.421,20.421,40.696,6.8579,22.246,-67.653,-46.946,50.071,50.071,-0.00040981,-0.0023223,0.0024589,0.0034834,0.00023906,-0.0017417,-0.0017417,0.00027321,0.00015368,0.00054642,-0.0031419,-0.00040981,0.00068302,0.00068302,0.8,0,100,0
100.0,39.595,-85.644,129.18,-27.881,-19.558,20.421,20.421,40.696,6.8579,22.246,-67.653,-46.946,50.071,50.071,-0.00047811,-0.0025955,0.0016392,0.0037566,0.0,-0.0017417,-0.0017417,0.00075132,-0.00023906,0.00058057,-0.0027321,-0.00054642,0.00088792,0.00088792,0.8,0,100,0
100.0,39.595,-85.644,129.18,-27.881,-19.558,20.421,20.421,40.696,6.8579,22.246,-67.654,-46.946,50.071,50.071,-0.00040981,-0.0024589,0.0021857,0.0037908,3.4151e-05,-0.0016051,-0.0016051,0.00040981,3.4151e-05,0.00058057,-0.0025955,-0.00061472,0.0010245,0.0010245,0.8,0,100,0
100.0,39.595,-85.644,129.18,-27.881,-19.558,20.421,20.421,40.696,6.8579,22.246,-67.654,-46.946,50.071,50.071,-0.00040981,-0.0023223,0.0024589,0.0035517,0.00017075,-0.0017075,-0.0017075,0.00081962,-0.00025613,0.00078547,-0.0027321,-0.00068302,0.00075132,0.00075132,0.8,0,100,0
100.0,39.595,-85.644,129.18,-27.881,-19.558,20.421,20.421,40.696,6.8579,22.246,-67.654,-46.946,50.071,50.071,-0.00040981,-0.0025955,0.0019125,0.0036542,6.8302e-05,-0.00181,-0.00181,0.00061472,0.00011953,0.00054642,-0.0028687,-0.00034151,0.00088792,0.00088792,0.8,0,100,0
